iter	Passed	Remaining
1677	7311	14475
1678	7314	14468
1679	7318	14463
1680	7324	14461
1681	7327	14454
1682	7330	14447
1683	7333	14441
1684	7340	14440
1685	7343	14435
1686	7346	14427
1687	7350	14423
1688	7357	14423
1689	7360	14416
1690	7363	14409
1691	7367	14405
1692	7372	14401
1693	7376	14394
1694	7378	14387
1695	7382	14382
1696	7388	14379
1697	7391	14373
1698	7394	14366
1699	7397	14360
1700	7402	14357
1701	7406	14351
1702	7409	14344
1703	7412	14338
1704	7417	14334
1705	7421	14330
1706	7424	14322
1707	7427	14315
1708	7431	14311
1709	7436	14307
1710	7439	14300
1711	7442	14294
1712	7446	14288
1713	7450	14284
1714	7454	14278
1715	7457	14272
1716	7460	14264
1717	7465	14261
1718	7469	14257
1719	7472	14250
1720	7475	14243
1721	7479	14238
1722	7484	14234
1723	7487	14228
1724	7491	14222
1725	7494	14216
1726	7500	14214
1727	7503	14208
1728	7506	14201
1729	7510	14195
1730	7514	14192
1731	7518	14186
1732	7521	14179
1733	7524	14171
1734	7528	14167
1735	7533	14164
1736	7536	14157
1737	7539	14150
1738	7543	14145
1739	7548	14142
1740	7552	14137
1741	7555	14130
1742	7559	14125
1743	7564	14122
1744	7568	14117
1745	7573	14113
1746	7576	14108
1747	7579	14101
1748	7582	14094
1749	7586	14090
1750	7592	14088
1751	7595	14080
1752	7598	14073
1753	7602	14069
1754	7608	14067
1755	7612	14062
1756	7614	14055
1757	7619	14050
1758	7623	14047
1759	7627	14041
1760	7630	14035
1761	7636	14033
1762	7640	14029
1763	7644	14023
1764	7651	14023
1765	7657	14022
1766	7664	14022
1767	7669	14019
1768	7674	14016
1769	7677	14009
1770	7679	14002
1771	7684	13997
1772	7689	13995
1773	7692	13989
1774	7695	13982
1775	7699	13977
1776	7704	13974
1777	7707	13967
1778	7710	13960
1779	7714	13954
1780	7717	13949
1781	7722	13945
1782	7725	13938
1783	7727	13931
1784	7732	13926
1785	7737	13923
1786	7740	13918
1787	7743	13911
1788	7748	13907
1789	7756	13909
1790	7765	13913
1791	7769	13909
1792	7772	13902
1793	7775	13895
1794	7780	13891
1795	7785	13888
1796	7788	13882
1797	7791	13875
1798	7795	13870
1799	7800	13868
1800	7804	13862
1801	7807	13855
1802	7811	13850
1803	7816	13848
1804	7820	13842
1805	7822	13835
1806	7826	13830
1807	7832	13828
1808	7835	13822
1809	7838	13815
1810	7842	13810
1811	7847	13806
1812	7851	13801
1813	7854	13794
1814	7857	13787
1815	7862	13784
1816	7866	13780
1817	7869	13773
1818	7872	13766
1819	7876	13762
1820	7881	13758
1821	7884	13752
1822	7887	13746
1823	7891	13740
1824	7896	13737
1825	7899	13731
1826	7902	13724
1827	7905	13717
1828	7909	13713
1829	7914	13709
1830	7917	13702
1831	7920	13695
1832	7924	13691
1833	7929	13688
1834	7932	13682
1835	7937	13678
1836	7941	13674
1837	7946	13670
1838	7949	13663
1839	7952	13657
1840	7956	13652
1841	7961	13649
1842	7964	13643
1843	7967	13636
1844	7970	13630
1845	7974	13625
1846	7979	13621
1847	7982	13614
1848	7985	13607
1849	7995	13614
1850	8000	13611
1851	8004	13606
1852	8011	13606
1853	8016	13603
1854	8021	13600
1855	8027	13597
1856	8030	13592
1857	8035	13588
1858	8040	13585
1859	8044	13580
1860	8048	13575
1861	8054	13573
1862	8059	13570
1863	8062	13564
1864	8065	13558
1865	8070	13555
1866	8075	13551
1867	8078	13544
1868	8081	13537
1869	8085	13533
1870	8090	13530
1871	8093	13523
1872	8096	13517
1873	8100	13511
1874	8105	13508
1875	8108	13502
1876	8111	13496
1877	8114	13489
1878	8118	13484
1879	8122	13479
1880	8125	13472
1881	8128	13466
1882	8131	13459
1883	8135	13454
1884	8138	13449
1885	8141	13442
1886	8144	13436
1887	8148	13430
1888	8151	13424
1889	8153	13417
1890	8156	13410
1891	8159	13403
1892	8162	13396
1893	8165	13391
1894	8168	13384
1895	8171	13377
1896	8174	13371
1897	8177	13365
1898	8181	13359
1899	8183	13352
1900	8186	13346
1901	8189	13339
1902	8192	13332
1903	8195	13327
1904	8198	13320
1905	8201	13314
1906	8204	13307
1907	8207	13300
1908	8210	13293
1909	8213	13288
1910	8217	13282
1911	8220	13275
1912	8222	13269
1913	8225	13262
1914	8228	13256
1915	8232	13250
1916	8234	13243
1917	8237	13237
1918	8240	13230
1919	8243	13224
1920	8246	13218
1921	8249	13211
1922	8252	13205
1923	8255	13198
1924	8258	13191
1925	8261	13186
1926	8264	13180
1927	8267	13173
1928	8270	13166
1929	8273	13160
1930	8276	13154
1931	8280	13148
1932	8283	13142
1933	8285	13135
1934	8288	13129
1935	8291	13123
1936	8295	13117
1937	8298	13111
1938	8301	13104
1939	8303	13097
1940	8306	13091
1941	8310	13086
1942	8313	13079
1943	8315	13072
1944	8318	13065
1945	8321	13059
1946	8325	13054
1947	8328	13048
1948	8331	13041
1949	8333	13034
1950	8336	13028
1951	8339	13022
1952	8343	13016
1953	8345	13009
1954	8348	13003
1955	8351	12996
1956	8354	12990
1957	8357	12984
1958	8360	12978
1959	8363	12972
1960	8366	12965
1961	8369	12959
1962	8372	12953
1963	8376	12947
1964	8378	12941
1965	8381	12934
1966	8385	12930
1967	8389	12925
1968	8393	12920
1969	8396	12914
1970	8400	12909
1971	8404	12905
1972	8408	12899
1973	8411	12894
1974	8416	12891
1975	8421	12887
1976	8426	12884
1977	8430	12879
1978	8432	12873
1979	8435	12866
1980	8440	12863
1981	8446	12861
1982	8449	12854
1983	8452	12848
1984	8456	12845
1985	8461	12841
1986	8464	12835
1987	8467	12829
1988	8471	12825
1989	8478	12823
1990	8480	12817
1991	8483	12810
1992	8487	12806
1993	8492	12802
1994	8495	12796
1995	8498	12790
1996	8502	12785
1997	8508	12784
1998	8511	12777
1999	8514	12771
2000	8517	12765
2001	8523	12763
2002	8527	12758
2003	8529	12752
2004	8532	12746
2005	8537	12742
2006	8541	12738
2007	8544	12731
2008	8547	12725
2009	8551	12721
2010	8556	12718
2011	8559	12712
2012	8562	12706
2013	8567	12701
2014	8572	12698
2015	8575	12692
2016	8578	12686
2017	8582	12681
2018	8587	12678
2019	8590	12673
2020	8593	12667
2021	8596	12661
2022	8601	12657
2023	8605	12653
2024	8608	12646
2025	8611	12641
2026	8615	12637
2027	8620	12633
2028	8624	12627
2029	8627	12622
2030	8631	12618
2031	8636	12614
2032	8639	12609
2033	8643	12603
2034	8646	12598
2035	8650	12593
2036	8655	12589
2037	8658	12583
2038	8661	12577
2039	8664	12572
2040	8670	12570
2041	8673	12563
2042	8676	12557
2043	8680	12553
2044	8685	12550
2045	8688	12544
2046	8691	12538
2047	8695	12533
2048	8700	12530
2049	8704	12526
2050	8708	12521
2051	8712	12516
2052	8720	12518
2053	8733	12526
2054	8737	12521
2055	8740	12516
2056	8746	12513
2057	8750	12508
2058	8753	12503
2059	8758	12500
2060	8763	12497
2061	8767	12491
2062	8770	12485
2063	8774	12481
2064	8780	12479
2065	8783	12474
2066	8786	12468
2067	8795	12470
2068	8799	12464
2069	8801	12458
2070	8804	12452
2071	8810	12449
2072	8814	12445
2073	8817	12439
2074	8820	12433
2075	8825	12429
2076	8829	12426
2077	8832	12420
2078	8835	12414
2079	8840	12411
2080	8845	12407
2081	8848	12401
2082	8851	12395
2083	8856	12392
2084	8861	12388
2085	8864	12382
2086	8867	12376
2087	8871	12371
2088	8876	12369
2089	8879	12363
2090	8882	12357
2091	8885	12351
2092	8891	12348
2093	8894	12344
2094	8897	12337
2095	8900	12331
2096	8905	12328
2097	8910	12324
2098	8913	12319
2099	8916	12312
2100	8920	12308
2101	8925	12305
2102	8928	12299
2103	8931	12293
2104	8935	12289
2105	8941	12286
2106	8944	12281
2107	8947	12275
2108	8951	12270
2109	8956	12267
2110	8960	12262
2111	8963	12256
2112	8965	12250
2113	8972	12248
2114	8975	12243
2115	8978	12237
2116	8981	12231
2117	8987	12228
2118	8991	12224
2119	8994	12218
2120	8997	12212
2121	9001	12208
2122	9006	12204
2123	9008	12198
2124	9011	12192
2125	9016	12188
2126	9021	12185
2127	9024	12179
2128	9026	12173
2129	9029	12166
2130	9035	12163
2131	9038	12158
2132	9041	12152
2133	9044	12146
2134	9051	12146
2135	9054	12140
2136	9057	12134
2137	9060	12128
2138	9068	12129
2139	9073	12125
2140	9076	12120
2141	9086	12123
2142	9089	12118
2143	9093	12113
2144	9101	12114
2145	9105	12109
2146	9108	12103
2147	9114	12101
2148	9119	12098
2149	9122	12093
2150	9129	12091
2151	9135	12090
2152	9140	12087
2153	9149	12089
2154	9153	12084
2155	9158	12081
2156	9166	12081
2157	9172	12079
2158	9179	12078
2159	9184	12076
2160	9188	12071
2161	9192	12066
2162	9199	12065
2163	9202	12060
2164	9206	12055
2165	9212	12053
2166	9217	12050
2167	9220	12044
2168	9225	12041
2169	9231	12039
2170	9235	12034
2171	9238	12028
2172	9244	12027
2173	9249	12023
2174	9252	12017
2175	9255	12012
2176	9263	12012
2177	9268	12008
2178	9271	12002
2179	9281	12005
2180	9284	11999
2181	9287	11994
2182	9293	11992
2183	9298	11988
2184	9301	11983
2185	9304	11977
2186	9311	11977
2187	9315	11972
2188	9318	11966
2189	9322	11961
2190	9328	11959
2191	9331	11954
2192	9334	11948
2193	9339	11944
2194	9344	11941
2195	9348	11936
2196	9351	11931
2197	9357	11929
2198	9362	11925
2199	9365	11919
2200	9370	11916
2201	9376	11914
2202	9380	11910
2203	9384	11905
2204	9391	11904
2205	9395	11899
2206	9398	11893
2207	9406	11893
2208	9410	11889
2209	9414	11885
2210	9430	11895
2211	9434	11891
2212	9440	11889
2213	9444	11884
2214	9447	11879
2215	9455	11878
2216	9459	11874
2217	9462	11868
2218	9466	11864
2219	9473	11862
2220	9476	11857
2221	9479	11851
2222	9487	11852
2223	9491	11847
2224	9494	11842
2225	9500	11839
2226	9506	11837
2227	9510	11832
2228	9513	11826
2229	9520	11825
2230	9523	11820
2231	9527	11815
2232	9535	11815
2233	9538	11810
2234	9542	11804
2235	9547	11802
2236	9552	11799
2237	9556	11793
2238	9559	11787
2239	9566	11786
2240	9569	11781
2241	9572	11775
2242	9576	11770
2243	9582	11769
2244	9587	11764
2245	9594	11764
2246	9600	11761
2247	9604	11757
2248	9608	11752
2249	9619	11756
2250	9623	11752
2251	9629	11750
2252	9635	11748
2253	9639	11743
2254	9643	11738
2255	9650	11737
2256	9653	11731
2257	9656	11726
2258	9661	11723
2259	9666	11719
2260	9671	11716
2261	9675	11711
2262	9685	11714
2263	9693	11713
2264	9700	11713
2265	9703	11707
2266	9706	11701
2267	9714	11701
2268	9717	11696
2269	9721	11691
2270	9726	11688
2271	9731	11684
2272	9734	11679
2273	9737	11673
2274	9742	11669
2275	9747	11666
2276	9751	11661
2277	9754	11655
2278	9760	11653
2279	9764	11649
2280	9767	11643
2281	9770	11637
2282	9779	11638
2283	9782	11632
2284	9785	11627
2285	9789	11622
2286	9794	11619
2287	9798	11614
2288	9801	11608
2289	9805	11604
2290	9810	11600
2291	9814	11595
2292	9817	11589
2293	9821	11585
2294	9827	11582
2295	9830	11577
2296	9833	11571
2297	9837	11567
2298	9843	11564
2299	9846	11558
2300	9849	11553
2301	9854	11549
2302	9859	11546
2303	9862	11540
2304	9865	11535
2305	9870	11530
2306	9875	11527
2307	9879	11522
2308	9881	11516
2309	9886	11512
2310	9892	11510
2311	9894	11504
2312	9898	11498
2313	9902	11493
2314	9907	11490
2315	9910	11485
2316	9913	11479
2317	9916	11473
2318	9921	11470
2319	9925	11466
2320	9928	11459
2321	9931	11454
2322	9936	11450
2323	9942	11448
2324	9945	11442
2325	9948	11436
2326	9953	11433
2327	9958	11429
2328	9961	11423
2329	9963	11417
2330	9968	11414
2331	9973	11410
2332	9975	11404
2333	9978	11398
2334	9983	11393
2335	9988	11390
2336	9991	11384
2337	9993	11378
2338	9996	11372
2339	10003	11371
2340	10006	11365
2341	10009	11359
2342	10012	11353
2343	10017	11350
2344	10021	11346
2345	10024	11340
2346	10027	11335
2347	10032	11331
2348	10037	11328
2349	10040	11322
2350	10043	11316
2351	10050	11315
2352	10054	11311
2353	10058	11306
2354	10062	11302
2355	10068	11298
2356	10071	11293
2357	10075	11288
2358	10081	11286
2359	10084	11281
2360	10087	11275
2361	10090	11269
2362	10093	11263
2363	10097	11259
2364	10100	11254
2365	10104	11248
2366	10107	11243
2367	10110	11237
2368	10114	11232
2369	10116	11226
2370	10119	11220
2371	10122	11215
2372	10125	11209
2373	10129	11204
2374	10132	11199
2375	10135	11193
2376	10137	11187
2377	10140	11181
2378	10144	11176
2379	10147	11170
2380	10150	11165
2381	10153	11159
2382	10156	11154
2383	10161	11149
2384	10164	11144
2385	10167	11138
2386	10169	11132
2387	10172	11127
2388	10176	11122
2389	10179	11116
2390	10182	11110
2391	10185	11104
2392	10187	11098
2393	10191	11093
2394	10194	11088
2395	10197	11082
2396	10200	11076
2397	10203	11071
2398	10206	11065
2399	10210	11060
2400	10212	11055
2401	10215	11049
2402	10218	11043
2403	10221	11037
2404	10225	11033
2405	10228	11027
2406	10231	11021
2407	10234	11016
2408	10236	11010
2409	10240	11005
2410	10243	10999
2411	10246	10993
2412	10249	10988
2413	10252	10982
2414	10255	10977
2415	10258	10972
2416	10261	10966
2417	10264	10960
2418	10267	10954
2419	10270	10949
2420	10273	10944
2421	10276	10938
2422	10279	10932
2423	10281	10926
2424	10284	10920
2425	10288	10916
2426	10291	10910
2427	10294	10904
2428	10296	10898
2429	10300	10893
2430	10303	10888
2431	10306	10882
2432	10309	10877
2433	10312	10871
2434	10315	10866
2435	10318	10860
2436	10321	10855
2437	10324	10849
2438	10327	10844
2439	10330	10838
2440	10333	10832
2441	10336	10827
2442	10340	10823
2443	10343	10818
2444	10346	10812
2445	10349	10806
2446	10353	10802
2447	10358	10798
2448	10361	10793
2449	10364	10787
2450	10367	10782
2451	10371	10777
2452	10375	10773
2453	10378	10767
2454	10381	10762
2455	10385	10757
2456	10399	10763
2457	10403	10758
2458	10407	10754
2459	10413	10751
2460	10416	10746
2461	10425	10747
2462	10428	10741
2463	10431	10736
2464	10436	10732
2465	10440	10728
2466	10444	10723
2467	10448	10719
2468	10453	10715
2469	10456	10710
2470	10460	10705
2471	10465	10702
2472	10470	10699
2473	10473	10693
2474	10476	10688
2475	10481	10684
2476	10486	10680
2477	10489	10675
2478	10492	10669
2479	10496	10665
2480	10501	10662
2481	10504	10656
2482	10507	10651
2483	10510	10645
2484	10514	10641
2485	10518	10637
2486	10521	10631
2487	10524	10625
2488	10529	10622
2489	10534	10618
2490	10537	10613
2491	10540	10607
2492	10544	10603
2493	10549	10600
2494	10552	10594
2495	10555	10589
2496	10560	10585
2497	10565	10582
2498	10568	10576
2499	10571	10571
2500	10575	10566
2501	10580	10563
2502	10583	10558
2503	10586	10552
2504	10589	10547
2505	10594	10544
2506	10598	10539
2507	10601	10534
2508	10604	10528
2509	10609	10524
2510	10614	10521
2511	10617	10516
2512	10620	10511
2513	10626	10507
2514	10632	10505
2515	10636	10501
2516	10640	10496
2517	10649	10497
2518	10656	10495
2519	10662	10493
2520	10665	10487
2521	10668	10482
2522	10673	10478
2523	10678	10475
2524	10681	10469
2525	10684	10464
2526	10687	10458
2527	10692	10455
2528	10696	10451
2529	10699	10445
2530	10703	10441
2531	10707	10437
2532	10711	10432
2533	10714	10426
2534	10717	10421
2535	10723	10419
2536	10729	10416
2537	10732	10411
2538	10736	10406
2539	10742	10404
2540	10745	10399
2541	10749	10394
2542	10756	10392
2543	10760	10387
2544	10763	10382
2545	10766	10377
2546	10773	10376
2547	10778	10372
2548	10781	10367
2549	10787	10364
2550	10791	10360
2551	10794	10354
2552	10799	10350
2553	10806	10349
2554	10809	10344
2555	10813	10339
2556	10819	10336
2557	10826	10335
2558	10830	10330
2559	10835	10327
2560	10842	10325
2561	10845	10320
2562	10850	10317
2563	10857	10315
2564	10860	10310
2565	10865	10306
2566	10872	10305
2567	10876	10300
2568	10879	10295
2569	10889	10296
2570	10892	10291
2571	10896	10286
2572	10905	10286
2573	10908	10281
2574	10912	10276
2575	10922	10277
2576	10925	10272
2577	10930	10268
2578	10937	10267
2579	10940	10262
2580	10944	10257
2581	10953	10258
2582	10957	10253
2583	10960	10248
2584	10969	10248
2585	10973	10243
2586	10977	10239
2587	10985	10238
2588	10989	10233
2589	10993	10229
2590	11001	10228
2591	11006	10225
2592	11011	10221
2593	11019	10220
2594	11023	10216
2595	11027	10212
2596	11034	10209
2597	11038	10205
2598	11041	10200
2599	11047	10197
2600	11052	10193
2601	11055	10188
2602	11058	10183
2603	11065	10181
2604	11068	10176
2605	11072	10171
2606	11075	10166
2607	11081	10163
2608	11085	10158
2609	11087	10153
2610	11091	10148
2611	11097	10145
2612	11100	10140
2613	11103	10135
2614	11107	10130
2615	11114	10128
2616	11117	10123
2617	11120	10117
2618	11124	10113
2619	11129	10110
2620	11133	10105
2621	11136	10099
2622	11139	10095
2623	11144	10091
2624	11147	10086
2625	11150	10080
2626	11153	10075
2627	11158	10071
2628	11173	10077
2629	11178	10073
2630	11181	10067
2631	11184	10062
2632	11187	10057
2633	11193	10054
2634	11196	10049
2635	11199	10043
2636	11203	10038
2637	11208	10035
2638	11212	10031
2639	11215	10025
2640	11218	10020
2641	11224	10017
2642	11228	10013
2643	11231	10007
2644	11233	10002
2645	11238	9998
2646	11243	9994
2647	11246	9989
2648	11250	9984
2649	11255	9981
2650	11259	9976
2651	11263	9972
2652	11266	9967
2653	11271	9963
2654	11276	9959
2655	11279	9954
2656	11283	9949
2657	11292	9949
2658	11295	9944
2659	11298	9939
2660	11302	9934
2661	11307	9931
2662	11311	9926
2663	11313	9920
2664	11317	9916
2665	11323	9913
2666	11326	9908
2667	11329	9902
2668	11333	9898
2669	11339	9895
2670	11342	9889
2671	11344	9884
2672	11347	9879
2673	11353	9876
2674	11357	9871
2675	11360	9865
2676	11363	9860
2677	11368	9857
2678	11372	9853
2679	11375	9847
2680	11378	9842
2681	11383	9838
2682	11387	9834
2683	11390	9829
2684	11393	9823
2685	11397	9819
2686	11403	9816
2687	11406	9810
2688	11409	9805
2689	11412	9800
2690	11417	9796
2691	11420	9791
2692	11423	9786
2693	11426	9781
2694	11431	9776
2695	11435	9773
2696	11438	9767
2697	11441	9762
2698	11446	9758
2699	11450	9754
2700	11454	9749
2701	11457	9744
2702	11461	9739
2703	11465	9735
2704	11469	9730
2705	11471	9725
2706	11474	9719
2707	11480	9716
2708	11484	9712
2709	11487	9706
2710	11490	9701
2711	11494	9697
2712	11499	9693
2713	11502	9688
2714	11505	9683
2715	11509	9678
2716	11515	9676
2717	11518	9670
2718	11524	9667
2719	11528	9663
2720	11531	9658
2721	11534	9652
2722	11539	9649
2723	11543	9645
2724	11546	9640
2725	11549	9634
2726	11553	9630
2727	11558	9626
2728	11562	9621
2729	11564	9616
2730	11567	9610
2731	11573	9607
2732	11577	9603
2733	11580	9597
2734	11583	9592
2735	11590	9591
2736	11594	9586
2737	11599	9583
2738	11610	9584
2739	11614	9580
2740	11618	9575
2741	11623	9572
2742	11627	9567
2743	11631	9562
2744	11640	9562
2745	11644	9558
2746	11648	9553
2747	11653	9549
2748	11660	9548
2749	11664	9543
2750	11669	9539
2751	11675	9537
2752	11679	9532
2753	11684	9529
2754	11689	9525
2755	11693	9520
2756	11697	9516
2757	11703	9513
2758	11707	9509
2759	11713	9506
2760	11718	9503
2761	11722	9498
2762	11725	9493
2763	11733	9492
2764	11738	9488
2765	11741	9483
2766	11745	9478
2767	11755	9478
2768	11758	9474
2769	11763	9470
2770	11771	9468
2771	11774	9463
2772	11779	9459
2773	11784	9456
2774	11789	9453
2775	11793	9448
2776	11798	9444
2777	11802	9440
2778	11807	9436
2779	11813	9433
2780	11817	9429
2781	11821	9424
2782	11825	9420
2783	11833	9419
2784	11837	9414
2785	11839	9409
2786	11843	9404
2787	11849	9401
2788	11852	9396
2789	11855	9391
2790	11858	9385
2791	11863	9381
2792	11867	9377
2793	11870	9372
2794	11873	9366
2795	11878	9363
2796	11883	9359
2797	11885	9354
2798	11888	9348
2799	11893	9344
2800	11898	9341
2801	11901	9336
2802	11904	9330
2803	11908	9326
2804	11913	9323
2805	11917	9317
2806	11919	9312
2807	11922	9307
2808	11928	9303
2809	11931	9299
2810	11934	9293
2811	11937	9288
2812	11942	9284
2813	11947	9281
2814	11950	9275
2815	11953	9270
2816	11958	9267
2817	11963	9263
2818	11966	9258
2819	11969	9252
2820	11974	9249
2821	11979	9245
2822	11982	9240
2823	11987	9236
2824	11995	9235
2825	11999	9230
2826	12005	9228
2827	12012	9226
2828	12016	9221
2829	12019	9216
2830	12023	9212
2831	12031	9210
2832	12034	9205
2833	12039	9201
2834	12045	9199
2835	12050	9194
2836	12054	9190
2837	12059	9187
2838	12066	9184
2839	12070	9180
2840	12076	9177
2841	12081	9174
2842	12086	9169
2843	12091	9166
2844	12095	9161
2845	12101	9159
2846	12107	9155
2847	12110	9150
2848	12117	9148
2849	12122	9145
2850	12126	9140
2851	12129	9135
2852	12133	9130
2853	12137	9126
2854	12141	9122
2855	12145	9117
2856	12152	9115
2857	12155	9110
2858	12159	9105
2859	12162	9100
2860	12168	9097
2861	12173	9093
2862	12176	9089
2863	12180	9084
2864	12188	9082
2865	12191	9077
2866	12193	9072
2867	12197	9066
2868	12201	9062
2869	12204	9057
2870	12207	9052
2871	12210	9047
2872	12213	9042
2873	12216	9037
2874	12219	9031
2875	12222	9026
2876	12225	9021
2877	12228	9016
2878	12232	9011
2879	12235	9006
2880	12237	9001
2881	12240	8995
2882	12243	8990
2883	12247	8985
2884	12249	8980
2885	12252	8975
2886	12255	8969
2887	12258	8964
2888	12261	8959
2889	12264	8954
2890	12268	8950
2891	12271	8944
2892	12274	8939
2893	12277	8934
2894	12282	8930
2895	12287	8926
2896	12289	8921
2897	12293	8916
2898	12297	8912
2899	12302	8908
2900	12305	8903
2901	12308	8898
2902	12312	8893
2903	12317	8890
2904	12320	8885
2905	12323	8879
2906	12326	8875
2907	12332	8871
2908	12335	8867
2909	12338	8861
2910	12341	8856
2911	12346	8852
2912	12351	8848
2913	12354	8843
2914	12357	8838
2915	12362	8835
2916	12366	8831
2917	12369	8826
2918	12372	8820
2919	12378	8817
2920	12384	8814
2921	12386	8808
2922	12389	8803
2923	12394	8799
2924	12398	8795
2925	12401	8790
2926	12404	8785
2927	12408	8781
2928	12413	8777
2929	12416	8772
2930	12419	8767
2931	12423	8762
2932	12427	8758
2933	12431	8753
2934	12434	8748
2935	12437	8743
2936	12441	8739
2937	12446	8735
2938	12449	8730
2939	12452	8725
2940	12457	8721
2941	12462	8717
2942	12465	8712
2943	12468	8707
2944	12472	8703
2945	12477	8699
2946	12481	8694
2947	12484	8690
2948	12488	8685
2949	12493	8681
2950	12496	8676
2951	12499	8671
2952	12502	8666
2953	12507	8662
2954	12511	8658
2955	12515	8654
2956	12520	8650
2957	12525	8646
2958	12528	8641
2959	12531	8636
2960	12537	8633
2961	12540	8628
2962	12544	8624
2963	12550	8621
2964	12555	8617
2965	12560	8613
2966	12564	8608
2967	12567	8604
2968	12576	8603
2969	12582	8600
2970	12590	8598
2971	12593	8593
2972	12596	8588
2973	12599	8583
2974	12606	8580
2975	12609	8575
2976	12612	8570
2977	12615	8565
2978	12620	8561
2979	12626	8558
2980	12628	8553
2981	12631	8548
2982	12636	8544
2983	12641	8540
2984	12643	8535
2985	12647	8530
2986	12651	8525
2987	12656	8522
2988	12659	8517
2989	12662	8512
2990	12667	8508
2991	12671	8504
2992	12675	8499
2993	12677	8494
2994	12681	8489
2995	12685	8485
2996	12689	8480
2997	12692	8475
2998	12695	8470
2999	12700	8466
3000	12704	8462
3001	12708	8457
3002	12711	8452
3003	12715	8448
3004	12720	8444
3005	12723	8439
3006	12726	8434
3007	12730	8430
3008	12735	8426
3009	12738	8422
3010	12741	8417
3011	12745	8412
3012	12760	8415
3013	12764	8411
3014	12769	8407
3015	12772	8402
3016	12778	8398
3017	12783	8395
3018	12787	8390
3019	12790	8385
3020	12793	8380
3021	12798	8377
3022	12802	8372
3023	12805	8367
3024	12808	8362
3025	12812	8358
3026	12817	8354
3027	12820	8349
3028	12823	8344
3029	12827	8339
3030	12832	8336
3031	12836	8331
3032	12840	8327
3033	12845	8323
3034	12848	8318
3035	12851	8313
3036	12855	8309
3037	12860	8305
3038	12864	8301
3039	12867	8295
3040	12870	8290
3041	12876	8287
3042	12879	8283
3043	12882	8277
3044	12884	8272
3045	12889	8268
3046	12894	8264
3047	12897	8259
3048	12900	8254
3049	12907	8252
3050	12911	8248
3051	12915	8243
3052	12918	8238
3053	12923	8234
3054	12926	8230
3055	12930	8225
3056	12936	8222
3057	12941	8218
3058	12944	8213
3059	12952	8211
3060	12958	8208
3061	12961	8203
3062	12965	8199
3063	12970	8195
3064	12974	8191
3065	12977	8186
3066	12980	8180
3067	12983	8176
3068	12988	8172
3069	12991	8167
3070	12994	8162
3071	12997	8157
3072	13002	8153
3073	13007	8149
3074	13010	8144
3075	13013	8139
3076	13017	8135
3077	13022	8131
3078	13025	8126
3079	13028	8121
3080	13031	8116
3081	13037	8113
3082	13040	8108
3083	13043	8103
3084	13046	8098
3085	13051	8094
3086	13056	8090
3087	13059	8085
3088	13061	8080
3089	13066	8076
3090	13071	8072
3091	13074	8067
3092	13077	8062
3093	13080	8058
3094	13085	8054
3095	13089	8049
3096	13092	8044
3097	13094	8039
3098	13100	8036
3099	13104	8031
3100	13107	8026
3101	13110	8021
3102	13115	8018
3103	13119	8013
3104	13122	8008
3105	13125	8003
3106	13131	8000
3107	13135	7996
3108	13138	7991
3109	13142	7986
3110	13147	7982
3111	13151	7978
3112	13154	7973
3113	13157	7968
3114	13162	7964
3115	13166	7960
3116	13169	7956
3117	13172	7951
3118	13176	7946
3119	13181	7942
3120	13185	7938
3121	13188	7933
3122	13190	7928
3123	13195	7923
3124	13199	7919
3125	13202	7914
3126	13205	7909
3127	13209	7905
3128	13214	7901
3129	13218	7897
3130	13221	7892
3131	13225	7887
3132	13231	7884
3133	13234	7879
3134	13236	7874
3135	13241	7870
3136	13246	7866
3137	13249	7861
3138	13252	7856
3139	13256	7852
3140	13261	7848
3141	13264	7844
3142	13267	7839
3143	13270	7833
3144	13275	7830
3145	13279	7825
3146	13282	7820
3147	13285	7816
3148	13289	7811
3149	13294	7807
3150	13297	7802
3151	13300	7797
3152	13303	7792
3153	13308	7789
3154	13312	7785
3155	13316	7780
3156	13319	7775
3157	13324	7772
3158	13328	7767
3159	13331	7762
3160	13337	7759
3161	13341	7755
3162	13344	7750
3163	13348	7745
3164	13355	7743
3165	13359	7739
3166	13363	7734
3167	13366	7729
3168	13372	7726
3169	13376	7722
3170	13379	7717
3171	13382	7712
3172	13386	7708
3173	13391	7704
3174	13394	7699
3175	13397	7694
3176	13401	7690
3177	13406	7686
3178	13409	7681
3179	13412	7676
3180	13415	7671
3181	13421	7667
3182	13424	7663
3183	13427	7658
3184	13430	7653
3185	13435	7649
3186	13440	7645
3187	13443	7640
3188	13446	7635
3189	13451	7632
3190	13455	7628
3191	13458	7623
3192	13461	7618
3193	13465	7613
3194	13471	7610
3195	13474	7605
3196	13476	7600
3197	13479	7595
3198	13485	7592
3199	13489	7587
3200	13492	7582
3201	13495	7577
3202	13499	7573
3203	13504	7570
3204	13507	7565
3205	13510	7560
3206	13516	7556
3207	13520	7552
3208	13523	7547
3209	13527	7543
3210	13553	7551
3211	13558	7547
3212	13568	7546
3213	13574	7543
3214	13584	7542
3215	13588	7537
3216	13592	7533
3217	13598	7530
3218	13603	7526
3219	13607	7522
3220	13613	7518
3221	13619	7515
3222	13622	7510
3223	13626	7506
3224	13634	7504
3225	13639	7500
3226	13642	7495
3227	13649	7493
3228	13653	7488
3229	13657	7483
3230	13665	7481
