iter	MAPE	RMSE	MAE
287	0.009328752456	0.1846666376	0.1319878046
288	0.009326007919	0.1846039588	0.1319489379
289	0.009315890989	0.184340625	0.1317998913
290	0.009306575837	0.1841649511	0.1316647072
291	0.009300999308	0.1840532914	0.1315869693
292	0.009293674932	0.183888085	0.1314776328
293	0.009289924272	0.1838113125	0.1314260985
294	0.009287086756	0.1837553724	0.1313861329
295	0.009281969025	0.1836278417	0.1313090234
296	0.009278950537	0.1835565176	0.1312677852
297	0.009271027853	0.1833988408	0.131153343
298	0.00926562915	0.1832382987	0.1310800684
299	0.00926009658	0.183138986	0.1309973693
300	0.009258976829	0.1831038962	0.1309805539
301	0.009251119831	0.1829697368	0.1308669696
302	0.009244204253	0.1828212909	0.1307630371
303	0.0092415675	0.1827342106	0.1307237984
304	0.00924070071	0.182679402	0.1307106374
305	0.009235099861	0.1825766038	0.1306320774
306	0.009232258312	0.1825110055	0.1305924027
307	0.009228089761	0.1824212869	0.1305363012
308	0.00922136541	0.1822844694	0.1304366831
309	0.009220080259	0.182252896	0.1304177855
310	0.009215395738	0.1821621467	0.1303503216
311	0.009211996475	0.1820924586	0.1303031192
312	0.009208818255	0.1820149116	0.1302605321
313	0.009202330529	0.181875034	0.1301648499
314	0.009199389855	0.1817637198	0.1301246313
315	0.009196101975	0.1816734321	0.1300782247
316	0.009193461281	0.1816096473	0.1300403095
317	0.009189955181	0.1815112475	0.129993085
318	0.009184097837	0.1813329471	0.1299133934
319	0.009180240075	0.1812286012	0.1298588395
320	0.009175785655	0.1811492564	0.1297922348
321	0.009174318917	0.1811139815	0.1297723153
322	0.009165748833	0.1809740834	0.1296463788
323	0.009162816481	0.1809143161	0.1296028749
324	0.009153915448	0.1806998861	0.1294719486
325	0.009151653617	0.1806325027	0.1294408802
326	0.00914688061	0.1805377983	0.1293739031
327	0.009144337621	0.1804661003	0.1293392524
328	0.00914059108	0.1803994619	0.12928546
329	0.009136417583	0.180325085	0.1292262771
330	0.009131224661	0.1801909479	0.129153033
331	0.009129753417	0.1801435936	0.1291307804
332	0.009124664951	0.1800079816	0.1290597003
333	0.009121164667	0.1799406257	0.1290119375
334	0.00911981821	0.1798883446	0.1289928971
335	0.00911867964	0.1798475748	0.1289759002
336	0.009115176537	0.1797633834	0.1289257614
337	0.009112200794	0.1796782492	0.128884687
338	0.009109553476	0.1796083313	0.1288482653
339	0.009104688548	0.1795331077	0.128776325
340	0.009100973528	0.1794009428	0.1287223319
341	0.009091698843	0.179179604	0.1285866362
342	0.009088468361	0.1790947806	0.1285397611
343	0.0090858542	0.1790188873	0.1285008988
344	0.009082984705	0.1789229209	0.1284614086
345	0.009075895286	0.1787597468	0.1283595829
346	0.00907446612	0.1787075177	0.1283383056
347	0.009073187203	0.1786689065	0.1283207106
348	0.009069012938	0.1786012754	0.1282615886
349	0.009062978883	0.1784879481	0.128173719
350	0.009061321355	0.1784282872	0.1281498211
351	0.009055272407	0.1782925849	0.1280603392
352	0.009053488169	0.1782298755	0.1280343701
353	0.009049439729	0.1781520958	0.1279758058
354	0.009041449516	0.1780323533	0.1278626606
355	0.009031679511	0.1778401235	0.1277176088
356	0.009024157134	0.1776649356	0.1276048962
357	0.009022821448	0.1776386237	0.1275859979
358	0.009019484774	0.1775572054	0.1275407383
359	0.009011465598	0.17738762	0.1274212636
360	0.009005495289	0.177252745	0.1273339439
361	0.009004703351	0.1772082358	0.1273212221
362	0.009001245225	0.17710169	0.1272725355
363	0.008999174869	0.1770042532	0.1272431723
364	0.008991935306	0.1768338701	0.1271345749
365	0.008990089491	0.1767685029	0.1271091079
366	0.008988464582	0.1767403542	0.1270876299
367	0.0089829438	0.1766417753	0.1270067169
368	0.008982429167	0.1766249809	0.1269986712
369	0.008977067686	0.1765292441	0.1269186022
370	0.008974679386	0.1764750567	0.1268839563
371	0.008966489783	0.1763110244	0.1267617681
372	0.00896556041	0.1762763366	0.1267481887
373	0.008964144359	0.1762447754	0.1267289398
374	0.00895829533	0.1760799407	0.1266467281
375	0.008954153913	0.1759623119	0.1265851016
376	0.008952492165	0.1759149271	0.1265607139
377	0.008945435266	0.1757739694	0.1264559468
378	0.008940846606	0.1756894271	0.1263906618
379	0.008932731706	0.1755608667	0.126276847
380	0.008929446202	0.1754714419	0.1262296919
381	0.008928333174	0.1754312733	0.1262130291
382	0.008927855119	0.1754101656	0.1262060258
383	0.00891865189	0.1752196392	0.1260710232
384	0.008914827883	0.1751377569	0.1260146438
385	0.008913657361	0.1751110194	0.1259979089
386	0.008910590233	0.175046236	0.125953283
387	0.008908691185	0.1750133296	0.1259275792
388	0.008905780691	0.1749525282	0.1258840286
389	0.008902307978	0.174840561	0.1258363388
390	0.00889859547	0.1747075901	0.1257842389
391	0.008897566747	0.1746624274	0.1257680445
392	0.008891513992	0.1745237725	0.1256786878
393	0.008889617053	0.1744695514	0.1256525807
394	0.008884623013	0.1743564317	0.1255790379
395	0.008877079434	0.1742013556	0.1254683741
396	0.008874993843	0.1741257253	0.1254378478
397	0.008872832909	0.1740743231	0.1254088
398	0.00886969163	0.1739918996	0.1253643276
399	0.008868857436	0.1739604724	0.1253520288
400	0.008865551882	0.1738340806	0.1253057082
401	0.008858042132	0.1737179505	0.1251998581
402	0.008857217881	0.1736849842	0.1251875757
403	0.008856596728	0.1736649958	0.1251780341
404	0.008855402591	0.1736347404	0.1251609005
405	0.008852094656	0.1735660429	0.1251132238
406	0.008846214192	0.1734721866	0.1250303493
407	0.008841950481	0.1733731555	0.1249665974
408	0.00883641391	0.1732722174	0.1248872459
409	0.008831132199	0.1731500307	0.1248092756
410	0.008824433416	0.1730277861	0.1247082167
411	0.008820330267	0.1729271171	0.1246478639
412	0.008818429605	0.1728763993	0.1246216279
413	0.008812387053	0.1727671743	0.1245316492
414	0.008811939019	0.172753966	0.1245250423
415	0.008807664924	0.1726774232	0.1244649104
416	0.008803692535	0.1726020684	0.1244048797
417	0.008801314562	0.1725303924	0.1243689088
418	0.008795741437	0.1724555131	0.1242903195
419	0.008795352443	0.1724435545	0.1242844878
420	0.00879236812	0.1723661552	0.1242434709
421	0.00878747164	0.1722556701	0.1241701478
422	0.008781810745	0.1721566399	0.1240869428
423	0.008774860697	0.1720194776	0.1239829893
424	0.008771796132	0.1719231627	0.1239364441
425	0.008766351009	0.1718087979	0.1238560897
426	0.008761134126	0.1717069225	0.1237774717
427	0.008759173462	0.171659349	0.1237497483
428	0.008758243173	0.1716422853	0.1237365732
429	0.008754445056	0.1715694844	0.1236794664
430	0.008751546612	0.1714954838	0.123638685
431	0.008745033561	0.1713403572	0.1235441034
432	0.0087446831	0.1713297208	0.1235388486
433	0.00874432378	0.1713193144	0.1235336094
434	0.008743508579	0.171300746	0.1235224268
435	0.008739242772	0.1712252724	0.1234604158
436	0.00873873341	0.1712125214	0.1234530336
437	0.008738398844	0.1712028986	0.1234480243
438	0.008734108981	0.1711136228	0.1233846637
439	0.008731209649	0.1710479913	0.1233406521
440	0.008727556216	0.1709733587	0.12328765
441	0.00872552517	0.170908272	0.1232595079
442	0.008721771882	0.1708034368	0.1232055746
443	0.008721385966	0.1707929029	0.1231999901
444	0.008719446265	0.1707319368	0.1231698438
445	0.008715578912	0.1706379398	0.1231132224
446	0.008715107266	0.170626243	0.1231063702
447	0.008708799829	0.1704787148	0.1230148784
448	0.008701259483	0.1703406148	0.1229059313
449	0.008698933531	0.1702806082	0.1228719222
450	0.008698569013	0.1702716412	0.1228666398
451	0.008694093605	0.1701786245	0.1228009222
452	0.00869182051	0.1701189569	0.1227689259
453	0.0086912606	0.1701060888	0.1227607016
454	0.008690742587	0.1700941046	0.1227531448
455	0.008688944682	0.1700440835	0.1227285971
456	0.008684798056	0.1699603758	0.1226677307
457	0.008681826509	0.1698612499	0.1226249561
458	0.008679834303	0.1697952074	0.1225952042
459	0.008677555249	0.1697537482	0.1225643097
460	0.008675751921	0.1697010746	0.1225391614
461	0.008674583073	0.1696696733	0.1225226394
462	0.008670737924	0.1695990252	0.1224657876
463	0.008667039564	0.1695134859	0.1224146168
464	0.00866590245	0.1694892555	0.1223985511
465	0.008664211901	0.1694293562	0.1223752271
466	0.008658783112	0.1692940962	0.1222947119
467	0.008654108899	0.1691901862	0.1222261988
468	0.008649489498	0.169114261	0.1221619327
469	0.008647787502	0.1690601024	0.1221386501
470	0.008646897345	0.1690322501	0.1221257784
471	0.008645327413	0.1689953239	0.1221040886
472	0.008644743757	0.1689744703	0.1220953525
473	0.008641794205	0.1689005905	0.1220508652
474	0.008636204853	0.1687655416	0.1219692485
475	0.008635712999	0.1687546929	0.121962076
476	0.008634324377	0.1687137724	0.1219424119
477	0.008629019429	0.1686059745	0.1218631609
478	0.008625635699	0.1685249912	0.1218174193
479	0.008625154927	0.1685138188	0.1218103737
480	0.008622261628	0.1684156117	0.1217686449
481	0.008616731418	0.168333922	0.1216908768
482	0.008611767102	0.1682650575	0.1216215517
483	0.008608566038	0.1682087082	0.1215766849
484	0.008607475968	0.168188613	0.1215619315
485	0.008607189405	0.1681804688	0.1215577318
486	0.00860302795	0.1680866963	0.1214969634
487	0.00860130571	0.1680258487	0.1214713431
488	0.008599689778	0.1679750417	0.121448727
489	0.008588219693	0.1678297118	0.121287478
490	0.008585738914	0.1677685087	0.1212531927
491	0.008585322962	0.1677598451	0.1212470716
492	0.008584738932	0.1677430389	0.1212391816
493	0.008577111546	0.1676131768	0.1211297617
494	0.008575857553	0.167569745	0.1211114273
495	0.008568978385	0.1674842912	0.1210149704
496	0.008564665849	0.1674037605	0.1209528225
497	0.008557997671	0.1672785899	0.120857004
498	0.008553841846	0.167187444	0.1207979769
499	0.008549164145	0.1670902502	0.1207287521
500	0.008542230619	0.1669839046	0.1206303673
501	0.008535597713	0.1668821501	0.1205362173
502	0.00853532026	0.1668744463	0.1205321558
503	0.008531554411	0.1667860488	0.1204765139
504	0.008527092344	0.1666933438	0.1204104612
505	0.008524370595	0.1666201043	0.1203695267
506	0.008522745541	0.16657492	0.1203465886
507	0.008522342242	0.1665656906	0.1203406712
508	0.00852064778	0.1665134315	0.1203162142
509	0.008520377098	0.1665060492	0.1203122478
510	0.008519959127	0.1664968462	0.1203062355
511	0.008512090903	0.1663790294	0.1201921282
512	0.00850970451	0.1663103269	0.1201550311
513	0.008504848317	0.1661812077	0.1200848706
514	0.008502787048	0.1661083559	0.1200538271
515	0.008497452386	0.1660067342	0.1199767169
516	0.008496030967	0.1659598082	0.119956902
517	0.008495418562	0.1659419772	0.1199485539
518	0.008492464285	0.1658677169	0.1199087518
519	0.008492071044	0.1658584979	0.1199029771
520	0.008491751985	0.1658512851	0.1198983227
521	0.008489602564	0.1658053894	0.1198673392
522	0.008487600751	0.1657348954	0.1198371959
523	0.008485783435	0.1656796119	0.1198123159
524	0.008485482585	0.1656725987	0.1198079434
525	0.008483465737	0.1656180537	0.1197804444
526	0.008479767362	0.1655557443	0.1197261606
527	0.008476645814	0.165478145	0.1196794604
528	0.008472981935	0.1653954505	0.1196291395
529	0.008471116134	0.1653338174	0.1196023365
530	0.008469887217	0.1652963652	0.1195847822
531	0.008468677807	0.1652598981	0.1195675064
532	0.008465328649	0.1651903724	0.1195165715
533	0.008462468011	0.1651260028	0.1194755108
534	0.008460249472	0.1650574673	0.1194408975
535	0.008455314392	0.1649502661	0.1193700303
536	0.008452445984	0.1648665869	0.119330767
537	0.008450316256	0.1648235736	0.1193007847
538	0.008448647458	0.1647745337	0.1192762137
539	0.008447422729	0.1647357352	0.1192588341
540	0.008444334816	0.1646723415	0.1192144893
541	0.008442156563	0.1646249592	0.1191831754
542	0.008439697303	0.1645608753	0.1191461518
543	0.008438524806	0.1645262763	0.1191294027
544	0.008437846153	0.16450175	0.1191192942
545	0.008435347031	0.1644364487	0.1190845633
546	0.008431831203	0.1643291772	0.119034184
547	0.008421793683	0.1642011893	0.1188931528
548	0.008421205913	0.1641874889	0.1188852075
549	0.008419761771	0.1641440186	0.1188646617
550	0.008418093126	0.1640809755	0.1188412548
551	0.008416874298	0.1640484976	0.118824222
552	0.00841075431	0.163934176	0.1187382833
553	0.008408659492	0.1638848902	0.1187098264
554	0.008406315286	0.163829485	0.1186764181
555	0.008404136507	0.1637700396	0.1186425603
556	0.008401831329	0.1637095185	0.1186079168
557	0.008396037243	0.1635901079	0.118521489
558	0.008392400564	0.1635319442	0.1184683391
559	0.008391843051	0.1635190847	0.1184608035
560	0.008388298253	0.1634288502	0.1184071297
561	0.00838732186	0.1633940587	0.1183934203
562	0.008385452545	0.1633545287	0.1183674122
563	0.008383184635	0.1632886202	0.1183349044
564	0.008381483635	0.1632341683	0.1183094024
565	0.008377066562	0.1631292644	0.1182457871
566	0.008375686954	0.1630931616	0.1182261902
567	0.008374751766	0.1630627572	0.118212473
568	0.008373981154	0.1630420367	0.1182014393
569	0.008371789658	0.1629846213	0.1181685017
570	0.00837037256	0.1629407944	0.11814858
571	0.008369032582	0.1629029397	0.1181300293
572	0.008363983811	0.1628054342	0.1180540841
573	0.00835541547	0.1626661118	0.1179318798
574	0.008351197718	0.1625706327	0.1178706584
575	0.00834978987	0.1625256087	0.1178512515
576	0.00834894347	0.1625058423	0.1178400939
577	0.008347100142	0.1624386056	0.1178148023
578	0.008343784129	0.1623787112	0.1177669383
579	0.008343216376	0.1623645959	0.1177592508
580	0.008335279787	0.1622491788	0.1176451473
581	0.008333956283	0.1622036017	0.1176269551
582	0.008325839872	0.1620890091	0.1175121286
583	0.008323638963	0.1620333338	0.1174782505
584	0.008321838434	0.1619682725	0.117453599
585	0.008320749809	0.1619276995	0.1174377181
586	0.008319865748	0.1619087792	0.1174260826
587	0.008319599527	0.1619023939	0.1174222534
588	0.008317115458	0.161832052	0.117388114
589	0.008313762484	0.1617445964	0.1173419543
590	0.008311584735	0.1616824093	0.117311857
591	0.008311387419	0.1616768043	0.1173089745
592	0.008311134928	0.1616705679	0.1173053383
593	0.008309465699	0.1616187222	0.11728035
594	0.008306611239	0.1615581831	0.117238305
595	0.008305959607	0.161530731	0.1172290258
596	0.008305646501	0.1615215916	0.1172243226
597	0.008304622689	0.1614816236	0.1172099011
598	0.008302531098	0.1614278903	0.1171784077
599	0.00830179052	0.1614082338	0.1171679767
600	0.008297105778	0.1613181961	0.1170974367
601	0.008294627701	0.1612353256	0.1170619555
602	0.00829224347	0.1611769066	0.1170276578
603	0.00828858881	0.1610971859	0.1169757192
604	0.008288278111	0.1610904263	0.1169712655
605	0.008287088493	0.1610567704	0.1169547165
606	0.00828265424	0.1609779353	0.1168930681
607	0.008280388418	0.1609119034	0.1168617416
608	0.008279264736	0.1608802549	0.1168459905
609	0.008278958159	0.1608716047	0.1168413861
610	0.008270818389	0.1607569475	0.1167268128
